Fecha;ECO;PFBCOLOM;ISA
11/01/2008;1995;16800;7000
14/01/2008;1960;16380;6810
15/01/2008;1905;15880;6890
16/01/2008;1860;15980;6710
17/01/2008;1755;15900;6590
18/01/2008;1725;15340;6320
21/01/2008;1575;13980;5890
22/01/2008;1740;14600;6400
23/01/2008;1700;14900;6500
24/01/2008;1800;15440;6780
25/01/2008;1790;15820;6850
28/01/2008;1735;16080;6700
29/01/2008;1760;15900;6750
30/01/2008;1750;15840;6700
31/01/2008;1765;15720;6840
1/02/2008;1760;16200;6820
4/02/2008;1805;16160;6900
5/02/2008;1760;15700;6760
6/02/2008;1720;15120;6710
7/02/2008;1750;15000;6600
8/02/2008;1770;15280;6780
11/02/2008;1820;15240;6820
12/02/2008;1815;15400;6810
13/02/2008;1810;15420;6960
14/02/2008;1880;15800;6980
15/02/2008;1900;15740;7000
18/02/2008;1950;15900;7050
19/02/2008;1950;16100;7050
20/02/2008;1955;16000;7010
21/02/2008;1945;16180;7060
22/02/2008;1950;15980;7090
25/02/2008;1960;15600;7060
26/02/2008;1970;15700;7100
27/02/2008;1985;15400;7100
28/02/2008;1975;15300;7090
29/02/2008;2010;15220;7000
3/03/2008;2000;15300;6990
4/03/2008;1910;14900;6740
5/03/2008;1955;15580;6920
6/03/2008;1950;15600;6850
7/03/2008;1985;15800;6900
10/03/2008;1990;15840;7050
11/03/2008;2010;16220;7050
12/03/2008;2025;16180;7060
13/03/2008;2055;16600;7030
14/03/2008;2095;16420;7100
17/03/2008;2060;16000;7010
18/03/2008;2080;16300;7050
19/03/2008;2065;15900;7100
25/03/2008;2045;16140;7050
26/03/2008;2050;15860;7100
27/03/2008;2080;15800;7100
28/03/2008;2090;16180;7100
31/03/2008;2090;16000;7040
1/04/2008;2095;16460;7190
2/04/2008;2100;16440;7240
3/04/2008;2150;16520;7230
4/04/2008;2210;16580;7260
7/04/2008;2215;16680;7360
8/04/2008;2205;17000;7390
9/04/2008;2225;17000;7490
10/04/2008;2220;16900;7310
11/04/2008;2190;16940;7260
14/04/2008;2195;16920;7290
15/04/2008;2245;17100;7300
16/04/2008;2275;17480;7340
17/04/2008;2280;17460;7340
18/04/2008;2330;17460;7530
21/04/2008;2370;17580;7440
22/04/2008;2420;17200;7430
23/04/2008;2385;16880;7400
24/04/2008;2375;16800;7420
25/04/2008;2400;17100;7450
28/04/2008;2455;17000;7590
29/04/2008;2565;17020;7510
30/04/2008;2600;17360;7790
2/05/2008;2650;18520;7880
6/05/2008;2895;17740;7940
7/05/2008;2730;18220;7850
8/05/2008;2750;17920;7790
9/05/2008;2835;17300;7800
12/05/2008;2815;17420;7810
13/05/2008;2800;17680;7810
14/05/2008;2770;18000;7890
15/05/2008;2730;18000;7840
16/05/2008;2775;17720;7800
19/05/2008;2770;17600;7800
20/05/2008;2780;17360;7850
21/05/2008;2885;17000;7770
22/05/2008;2850;16760;7830
23/05/2008;2845;16200;7780
27/05/2008;2790;16080;7790
28/05/2008;2810;16460;7740
29/05/2008;2790;16500;7790
30/05/2008;2810;16600;7900
3/06/2008;2760;16120;7720
4/06/2008;2730;16500;7790
5/06/2008;2755;16280;7760
6/06/2008;2845;16000;7700
9/06/2008;2820;15520;7670
10/06/2008;2770;15100;7650
11/06/2008;2785;14880;7630
12/06/2008;2775;14880;7630
13/06/2008;2770;14980;7670
16/06/2008;2760;14960;7790
17/06/2008;2730;14560;7770
18/06/2008;2680;14580;7830
19/06/2008;2565;14200;7710
20/06/2008;2610;14600;7810
23/06/2008;2630;14560;7770
24/06/2008;2635;14820;7820
25/06/2008;2590;14740;7820
26/06/2008;2555;14900;7710
27/06/2008;2615;14800;7690
1/07/2008;2565;14340;7700
2/07/2008;2575;14060;7650
3/07/2008;2690;13880;7610
4/07/2008;2720;13860;7700
7/07/2008;2695;13700;7680
8/07/2008;2630;13600;7700
9/07/2008;2655;13940;7670
10/07/2008;2650;13800;7660
11/07/2008;2605;13420;7620
14/07/2008;2595;13200;7640
15/07/2008;2530;12940;7500
16/07/2008;2485;13100;7410
17/07/2008;2460;13500;7400
18/07/2008;2490;13700;7450
21/07/2008;2510;13860;7500
22/07/2008;2480;13700;7530
23/07/2008;2505;14000;7500
24/07/2008;2495;14380;7460
25/07/2008;2500;14680;7550
28/07/2008;2490;14440;7520
29/07/2008;2440;15180;7460
30/07/2008;2515;15400;7500
31/07/2008;2560;15300;7550
1/08/2008;2570;14980;7500
4/08/2008;2485;14900;7460
5/08/2008;2475;14900;7430
6/08/2008;2465;14640;7450
8/08/2008;2460;14880;7490
11/08/2008;2410;15460;7440
12/08/2008;2390;15140;7430
13/08/2008;2465;14880;7450
14/08/2008;2415;14900;7420
15/08/2008;2450;14820;7430
19/08/2008;2460;14700;7460
20/08/2008;2460;15200;7530
21/08/2008;2510;15240;7560
22/08/2008;2505;15040;7560
25/08/2008;2500;14960;7560
26/08/2008;2500;14900;7610
27/08/2008;2525;15160;7610
28/08/2008;2560;15400;7810
29/08/2008;2615;15580;7810
1/09/2008;2730;16240;7990
2/09/2008;2675;16460;7950
3/09/2008;2660;16960;7810
4/09/2008;2615;16940;7730
5/09/2008;2600;16420;7700
8/09/2008;2630;16920;7830
9/09/2008;2600;17320;7760
10/09/2008;2595;17240;7830
11/09/2008;2635;17860;7780
12/09/2008;2675;17720;7800
15/09/2008;2625;17320;7700
16/09/2008;2530;16340;7470
17/09/2008;2480;15620;7450
18/09/2008;2490;15220;7480
19/09/2008;2580;16140;7750
22/09/2008;2615;15580;7800
23/09/2008;2570;15660;7630
24/09/2008;2585;15900;7690
25/09/2008;2630;15820;7800
26/09/2008;2610;15600;7730
29/09/2008;2555;15440;7680
30/09/2008;2565;15980;7730
1/10/2008;2600;15680;7660
2/10/2008;2580;15700;7540
3/10/2008;2585;15320;7540
6/10/2008;2455;14340;7440
7/10/2008;2435;14060;7260
8/10/2008;2350;13240;7200
9/10/2008;2290;12600;7080
10/10/2008;2085;11460;6510
14/10/2008;2280;12660;7120
15/10/2008;2115;11520;6740
16/10/2008;2050;10860;6710
17/10/2008;2115;11160;6900
20/10/2008;2165;10960;6850
21/10/2008;2170;11160;6800
22/10/2008;2055;10660;6400
23/10/2008;2035;10380;6000
24/10/2008;1895;9900;6000
27/10/2008;1825;9600;5750
28/10/2008;1885;9830;6090
29/10/2008;1950;10960;6360
30/10/2008;2000;11460;6640
31/10/2008;1980;11840;6820
4/11/2008;2045;12380;6950
5/11/2008;1980;11840;6780
6/11/2008;1900;10980;6510
7/11/2008;1985;11580;6730
10/11/2008;1975;11800;6810
11/11/2008;1960;11440;6740
12/11/2008;1945;11200;6660
13/11/2008;1935;11080;6600
14/11/2008;2000;11720;6800
18/11/2008;1965;11160;6600
19/11/2008;1950;11160;6590
20/11/2008;1895;11000;6600
21/11/2008;1865;10800;6620
24/11/2008;1930;11260;6810
25/11/2008;1960;11180;6930
26/11/2008;2005;11420;7010
27/11/2008;2060;11560;7170
28/11/2008;2010;11680;7160
1/12/2008;1965;11500;7000
2/12/2008;1970;11780;7100
3/12/2008;2005;12140;7180
4/12/2008;1995;12440;7150
5/12/2008;1960;12440;7150
9/12/2008;1995;13280;7310
10/12/2008;2030;13500;7400
11/12/2008;2085;13420;7400
12/12/2008;2070;13200;7390
15/12/2008;2115;13100;7440
16/12/2008;2120;12960;7350
17/12/2008;2075;13080;7330
18/12/2008;2010;12960;7300
19/12/2008;2015;12900;7400
22/12/2008;2040;12920;7280
23/12/2008;2015;13000;7200
24/12/2008;1995;12740;7220
26/12/2008;2005;12740;7240
29/12/2008;2000;12740;7100
30/12/2008;2005;12860;7100
2/01/2009;2015;13080;7200
5/01/2009;2040;12980;7200
6/01/2009;2090;13120;7400
7/01/2009;2045;12920;7300
8/01/2009;2035;12880;7400
9/01/2009;2055;12880;7380
13/01/2009;2045;12980;7400
14/01/2009;2015;12720;7300
15/01/2009;1995;12260;7400
16/01/2009;1990;12660;7300
19/01/2009;2010;12780;7300
20/01/2009;2005;12320;7300
21/01/2009;1995;12220;7320
22/01/2009;1990;12140;7340
23/01/2009;2000;12180;7280
26/01/2009;2015;12340;7320
27/01/2009;2015;12240;7380
28/01/2009;2015;12700;7410
29/01/2009;2020;12580;7360
30/01/2009;2040;12820;7440
2/02/2009;2020;12560;7290
3/02/2009;2040;12560;7340
4/02/2009;2060;12580;7320
5/02/2009;2110;12340;7340
6/02/2009;2150;12500;7350
9/02/2009;2150;12520;7400
10/02/2009;2140;12500;7280
11/02/2009;2135;12320;7280
12/02/2009;2130;11900;7250
13/02/2009;2150;11900;7430
16/02/2009;2135;11940;7390
17/02/2009;2105;11600;7300
18/02/2009;2070;11280;7250
19/02/2009;2065;11300;7250
20/02/2009;2045;10920;7200
23/02/2009;2035;10800;7210
24/02/2009;2015;10540;7250
25/02/2009;2055;10720;7250
26/02/2009;2095;10960;7350
27/02/2009;2105;11000;7300
2/03/2009;2050;10640;7200
3/03/2009;2060;10720;7240
4/03/2009;2095;11040;7250
5/03/2009;2055;10940;7210
6/03/2009;2075;10980;7240
9/03/2009;2060;11080;7220
10/03/2009;2080;11420;7260
11/03/2009;2065;11300;7250
12/03/2009;2075;11520;7270
13/03/2009;2090;11640;7290
16/03/2009;2105;11860;7270
17/03/2009;2095;11700;7350
18/03/2009;2095;11800;7400
19/03/2009;2120;12040;7500
20/03/2009;2125;11960;7500
24/03/2009;2140;12280;7500
25/03/2009;2140;12180;7450
26/03/2009;2120;12300;7390
27/03/2009;2140;12180;7390
30/03/2009;2130;11820;7350
31/03/2009;2140;12140;7440
1/04/2009;2145;12300;7540
2/04/2009;2175;12800;7700
3/04/2009;2165;12840;7640
6/04/2009;2175;12780;7680
7/04/2009;2185;12700;7600
8/04/2009;2185;12640;7500
13/04/2009;2120;12580;7570
14/04/2009;2140;12540;7700
15/04/2009;2135;12580;7930
16/04/2009;2135;12540;7950
17/04/2009;2120;12540;7800
20/04/2009;2095;12400;7680
21/04/2009;2090;12360;7750
22/04/2009;2090;12380;7800
23/04/2009;2085;12360;7850
24/04/2009;2130;12800;7970
27/04/2009;2125;12780;8040
28/04/2009;2125;12820;8180
29/04/2009;2145;13200;8390
30/04/2009;2120;13360;8150
4/05/2009;2150;13760;8450
5/05/2009;2135;13900;8550
6/05/2009;2165;14060;8500
7/05/2009;2210;14700;8380
8/05/2009;2330;15280;8620
11/05/2009;2275;15420;8460
12/05/2009;2305;15380;8500
13/05/2009;2285;14840;8400
14/05/2009;2290;15140;8500
15/05/2009;2275;15120;8640
18/05/2009;2285;15760;8600
19/05/2009;2355;15860;8600
20/05/2009;2370;15860;8520
21/05/2009;2340;15640;8330
22/05/2009;2325;15680;8430
26/05/2009;2350;15900;8590
27/05/2009;2345;15760;8580
28/05/2009;2365;15600;8700
29/05/2009;2385;15500;8700
1/06/2009;2420;15760;9000
2/06/2009;2405;15800;8950
3/06/2009;2380;15780;8900
4/06/2009;2415;15840;8950
5/06/2009;2420;16000;8880
8/06/2009;2415;16100;8850
9/06/2009;2425;16020;8870
10/06/2009;2430;16020;8910
11/06/2009;2485;16280;9000
12/06/2009;2505;16020;8880
16/06/2009;2475;15900;8790
17/06/2009;2480;15880;8940
18/06/2009;2535;15940;8920
19/06/2009;2520;16480;9060
23/06/2009;2525;16180;9100
24/06/2009;2520;16240;9070
25/06/2009;2550;16260;9070
26/06/2009;2545;16320;8980
30/06/2009;2580;16440;9130
1/07/2009;2615;16540;9290
2/07/2009;2610;16460;9220
3/07/2009;2590;16480;9200
6/07/2009;2585;16400;9100
7/07/2009;2585;16260;9150
8/07/2009;2540;15760;9240
9/07/2009;2505;15400;9100
10/07/2009;2510;15240;9150
13/07/2009;2510;15100;9120
14/07/2009;2540;15260;9140
15/07/2009;2575;15340;9110
16/07/2009;2600;15280;9190
17/07/2009;2635;15400;9250
21/07/2009;2660;15500;9450
22/07/2009;2660;15720;9600
23/07/2009;2790;15940;9820
24/07/2009;2775;16000;10000
27/07/2009;2745;16080;10020
28/07/2009;2695;15920;9910
29/07/2009;2705;16000;9820
30/07/2009;2765;16360;10040
31/07/2009;2775;16400;10400
3/08/2009;2785;16660;10500
4/08/2009;2790;16800;10420
5/08/2009;2770;16700;10360
6/08/2009;2785;17000;10460
10/08/2009;2815;17260;10420
11/08/2009;2795;16940;10320
12/08/2009;2745;17180;10600
13/08/2009;2770;17360;10560
14/08/2009;2750;17560;10600
18/08/2009;2725;17500;10560
19/08/2009;2730;17400;10720
20/08/2009;2730;17780;10960
21/08/2009;2735;17980;11300
24/08/2009;2745;18460;11820
25/08/2009;2730;18820;11640
26/08/2009;2700;18600;11480
27/08/2009;2705;18200;11360
28/08/2009;2700;18400;11400
31/08/2009;2680;18140;11300
1/09/2009;2620;17800;10900
2/09/2009;2635;17560;11140
3/09/2009;2620;17360;10980
4/09/2009;2645;17760;11160
7/09/2009;2650;17900;11360
8/09/2009;2710;18240;11540
9/09/2009;2680;18360;11580
10/09/2009;2635;18340;11620
11/09/2009;2615;18280;11580
14/09/2009;2605;18160;11460
15/09/2009;2690;18580;11800
16/09/2009;2700;18840;11720
17/09/2009;2670;18960;11720
18/09/2009;2695;19260;11900
21/09/2009;2665;19140;11800
22/09/2009;2710;19200;11760
23/09/2009;2695;19520;11740
24/09/2009;2670;19260;11940
25/09/2009;2695;19560;11960
28/09/2009;2715;20260;12260
29/09/2009;2680;20280;12140
30/09/2009;2705;20600;12200
1/10/2009;2695;20360;12180
2/10/2009;2700;20180;12300
5/10/2009;2695;20620;12300
6/10/2009;2715;20640;12800
7/10/2009;2700;20740;12940
8/10/2009;2695;20480;12700
9/10/2009;2690;20060;12980
13/10/2009;2660;19780;12520
14/10/2009;2685;19540;12300
15/10/2009;2645;19600;12380
16/10/2009;2680;19380;12380
19/10/2009;2700;20260;12400
20/10/2009;2670;20200;12380
21/10/2009;2670;20320;12200
22/10/2009;2635;20220;12160
23/10/2009;2635;20420;12140
26/10/2009;2600;20360;11980
27/10/2009;2580;20060;11840
28/10/2009;2580;19940;11800
29/10/2009;2580;20420;11900
30/10/2009;2550;19700;11620
3/11/2009;2485;19500;11580
4/11/2009;2560;19960;11300
5/11/2009;2630;20400;11360
6/11/2009;2615;20260;11340
9/11/2009;2650;20800;11580
10/11/2009;2645;20860;11700
11/11/2009;2650;20680;11820
12/11/2009;2640;20660;11760
13/11/2009;2645;20620;11640
17/11/2009;2630;20940;11620
18/11/2009;2600;20940;11440
19/11/2009;2580;21200;11460
20/11/2009;2580;21200;11460
23/11/2009;2595;21280;11440
24/11/2009;2575;21300;11420
25/11/2009;2620;21600;11620
26/11/2009;2600;21500;11600
27/11/2009;2605;21600;11860
30/11/2009;2505;21500;11420
1/12/2009;2545;21960;11940
2/12/2009;2560;22400;11820
3/12/2009;2590;22800;12100
4/12/2009;2600;22800;12140
7/12/2009;2570;22720;12480
9/12/2009;2570;22640;12700
10/12/2009;2545;22540;12560
11/12/2009;2505;22760;12920
14/12/2009;2500;22720;12880
15/12/2009;2510;23160;12880
16/12/2009;2500;23720;12960
17/12/2009;2465;24040;12960
18/12/2009;2440;23600;12900
21/12/2009;2455;23180;12900
22/12/2009;2445;23240;12860
23/12/2009;2425;23080;12960
24/12/2009;2480;23000;13100
28/12/2009;2475;22980;12920
29/12/2009;2480;23000;13060
30/12/2009;2485;23060;12980
4/01/2010;2495;22820;12960
5/01/2010;2465;23000;13000
6/01/2010;2460;22800;12900
7/01/2010;2440;22500;12920
8/01/2010;2470;22540;12700
12/01/2010;2445;22300;12580
13/01/2010;2435;22340;12720
14/01/2010;2450;22300;12880
15/01/2010;2470;22500;12880
18/01/2010;2465;22260;12760
19/01/2010;2460;22640;12700
20/01/2010;2455;22520;12660
21/01/2010;2390;22040;12460
22/01/2010;2400;22300;12500
25/01/2010;2370;22020;12300
26/01/2010;2425;22020;12460
27/01/2010;2445;21500;12500
28/01/2010;2450;21600;12460
29/01/2010;2455;21760;12680
1/02/2010;2435;21840;12500
2/02/2010;2445;22040;12460
3/02/2010;2455;21700;12460
4/02/2010;2425;21380;12220
5/02/2010;2415;20900;12280
8/02/2010;2405;20740;12240
9/02/2010;2455;20980;12420
10/02/2010;2465;21400;12480
11/02/2010;2475;21400;12580
12/02/2010;2480;21100;12540
15/02/2010;2480;21260;12580
16/02/2010;2470;21540;12660
17/02/2010;2485;21540;12580
18/02/2010;2470;21600;12580
19/02/2010;2495;22000;12740
22/02/2010;2500;22020;12720
23/02/2010;2540;21820;12760
24/02/2010;2600;22180;12980
25/02/2010;2570;22000;12800
26/02/2010;2560;22220;12880
1/03/2010;2560;22420;12740
2/03/2010;2565;22300;12700
3/03/2010;2605;22380;12800
4/03/2010;2605;22200;12720
5/03/2010;2625;22020;12700
8/03/2010;2640;22200;12740
9/03/2010;2635;21840;12700
10/03/2010;2655;21760;12700
11/03/2010;2695;21940;12680
12/03/2010;2680;22040;12600
15/03/2010;2675;21960;12600
16/03/2010;2685;21820;12740
17/03/2010;2710;22280;12820
18/03/2010;2710;22280;12800
19/03/2010;2700;21800;12600
23/03/2010;2700;21980;12700
24/03/2010;2685;22000;12660
25/03/2010;2690;22040;12600
26/03/2010;2675;22000;12600
29/03/2010;2680;22180;12600
30/03/2010;2685;22080;12640
31/03/2010;2700;22280;12800
5/04/2010;2710;22480;12900
